@CDE,LABEL,DESCRIPTION,SYNONYMS,UNIT,CATEGORY,SOURCE_FILE,FILE_DESCRIPTION,DSSAT_VERSION,SO,NAME,ALIAS
CHTCM,"Canopy ht, cm",Canopy (forage) height (cm),.,forage,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CMDMD,Cellulose DM,Stalk cellulose dry mass (t/ha),.,t/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CRAD,Crown weight,Crown weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CRWAD,Crown weight,Crown weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CWAD,Tops wt kg/ha,Tops weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CWID,Canopy width m,Canopy width (m;for 1 row),.,m;for 1 row,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CWPD,Tops wt g/pl,Tops weight (g [dm]/pl),.,g [dm]/pl,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CWSI,Water stress,Recovery time-lagged photosynthesis water stress factor,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DAP,Days after pl,Days after planting (#),.,#,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DAS,Days after st,Days after start of simulation (#),.,#,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DCCD,Zadoks code,"Growth stage (Zadoks code, 1-90)",.,"Zadoks code, 1-90",*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DLAID,LAI-dead,"Leaf area index, dead leaves",.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DLW_1,Dead Lf wt stk1,"Dead leaf weight, primary stalk (g[dm]/stk)",.,g[dm]/stk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DTTD,Grow deg-days,Growing degree days (°C-d/d),.,°C-d/d,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DU,Develpm units,Developmental units  (PVC.d),.,PVC.d,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DWTCO,Dead canopy,Dead canopy weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DWTLO,Dead leaf,Dead leaf weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DWTSO,Dead stem,Dead stem weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DYLFD,Daylength fac.,Daylength factor for development (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
E#AD,Ear no./m2,Ear number (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EAID,Ear area index,Ear area index (ha [ear]/ha [ground]),.,ha [ear]/ha [ground],*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EWAD,Ear wt. kg/ha,Ear (grain+chaff) or eye weight (kg [dm]/ha),.,grain+chaff,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EWSD,Excess H20 str,Excess Water Stress - (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EY#AD,Eye #/m2,Eye number per area (#/m2),.,#/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EY#UD,Eye #/fruit,Eye number per fruit (#/fruit),.,#/fruit,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EYWAD,Eye mass kg/ha,Eye weight (kg[dm]/ha),.,kg[dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EYWUD,Eye unit wt g,Eye unit weight (g/eye),.,g/eye,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FHL%,% Leaf in herb,Percent leaf in the harvested herbage,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FWAD,Fruit weight,Fruit Weight (kg[DM]/ha),.,kg[DM]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLWAD,Flower weight,Flower Weight (kg[DM]/ha),.,kg[DM]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
G#AD,Grain no #/m2,Grain number (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
G#AD2,Grain no #/m2,Grain number (no/m2) if there was no temperature effect,.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GL%D,Grain oil %,Grain oil (%),.,%,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
G_RESP,Growth resp.,Growth respiration rate (t/ha/d),.,t/ha/d,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GSTD,Growth stage,Growth stage,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GWAD,Grain wt kg/ha,Grain weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GWGD,Grain wt mg,Unit grain weight (mg [dm]/grain),.,mg [dm]/grain,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
H#AD,Number #/m2,Number (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HCRD,Comm cane sugar,Commercial cane sugar,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HERB,Herbage kg/ha,Herbage mass harvested kg/ha,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HIAD,Harvest index,Harvest index (grain/top),.,grain/top,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HIDC,Harvest index,Harvest index (sucrose/(stalk dm + sucrose)),.,sucrose/(stalk dm + sucrose,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HIPD,Pod index,Pod harvest index (pod/top),.,pod/top,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HWAD,Harvest wt,Harvest product wt (kg [dm]/ha,.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HWUD,Harvest wt/unit,Harvest wt (wt/unit),.,wt/unit,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HYAD,Field wt Mg/ha,Field weight (Mg [fm]/ha),.,Mg [fm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
KSTD,K stress factor,Potassium stress factor (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
L#S1D,Leaf# stalk 1,Leaf number primary stalk,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
L#SD,Leaf number,Leaf number per stem,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAD_1,Green leaf cm2,"Green leaf area, primary stalk (cm2 /stalk)",.,cm2 /stalk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAID,LAI,Leaf area index,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAITD,Total LAI,Total leaf area index (green+dead),.,green+dead,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAWD,SLA cm2/g,Specific leaf area (cm2/g),.,cm2/g,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LDAD,Dead leaf kg/ha,Dead leaf weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LF%D,% Leaf of tops,Percent leaf of tops (LWAD*100/CWAD),.,LWAD*100/CWAD,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LLAID,LAI-green,"Leaf area index, green leaves",.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LN%D,Leaf N %,Leaf nitrogen concentration (%),.,%,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LN_1,Leaf # stk 1,"Leaf number, primary stalk",.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LNUM,Leaf number,Leaf number (Haun stage),.,Haun stage,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LRSD,Leaf app rate,Leaf appearance rate (#/bday),.,#/bday,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LWAD,Leaf wt kg/ha,Leaf weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LWD_1,Leaf wt stk 1,"Green leaf weight, primary stalk (g[dm]/stk)",.,g[dm]/stk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
M_RESP,Maint. resp.,Maintenance respiration rate (t/ha/d),.,t/ha/d,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NFLF2,N factor leaf,N factor for leaf area (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NFTID,N factor till,N factor for tillering (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NSPAV,N stress (av),"Nitrogen stress (av) - photosynthesis (0-1, 0=none)",.,av,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NSTD,N stress factor,Nitrogen stress factor (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NDEMD,N demand kg/ha,N demand (kg/ha),.,kg/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NUPRD,N upt demand,N uptake to demand ratio (#),.,#,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NWAD,Nodule wt kg/ha,Nodule weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
O#AD,Corm no #/m2,Corm (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
OWAD,Corm kg dm/ha,Corm dry weight (kg/ha),.,kg/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
OWGD,Corm wt g,Unit corm weight (g [dm]/corm),.,g [dm]/corm,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
P#AD,Pod no #/m2,Pod number (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PARCE,Average RUE,Daily photosynthetic conversion efficiency (g/MJ),.,g/MJ,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PMWD,Planting wt,Planting material wt (kg/ha),.,kg/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PRSD,Shoot fraction,Partitioning of wt to shoot (ratio),.,ratio,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PWAD,Pod wt kg/ha,Pod weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PWDD,Det pod kt/ha,Detached pod mass (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PWTD,Pod wt kg/ha,Total pod weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
Q1%D,Stor in layer 1,Storage organ in soil layer 1 (%),.,%,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
QS%D,Stor on SS (%),Storage organ on soil surface (%),.,%,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
QWAD,Storage wtkg/ha,Storage/stolon/rhizome/crown weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
QDAD,Dead stol kg/ha,Cumulative dead storage abscised (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RDAD,Dead root kg/ha,Dead root weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RDPD,Root depth m,Root depth (m),.,m,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RGRD,Relative gr (%),Relative growth rate (g/100g.day),.,g/100g.day,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL10D,RLD layer 10,"Root density, soil layer 10(cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL1D,RLD layer 1,"Root density, soil layer 1 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL2D,RLD layer 2,"Root density, soil layer 2 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL3D,RLD layer 3,"Root density, soil layer 3 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL4D,RLD layer 4,"Root density, soil layer 4 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL5D,RLD layer 5,"Root density, soil layer 5 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL6D,RLD layer 6,"Root density, soil layer 6 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL7D,RLD layer 7,"Root density, soil layer 7 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL8D,RLD layer 8,"Root density, soil layer 8 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL9D,RLD layer 9,"Root density, soil layer 9 (cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RL10,RLD layer 10,"Root density, soil layer 10(cm/cm3)",.,cm/cm3,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RSCD,Reserves conc.,Reserves concentration (fr),.,fr,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RSFPD,Reserves factor,Reserves factor for photosynthesis (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RSPD,Rt senesce g/pl,Root senescence (g [dm]/pl),.,g [dm]/pl,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RSTD,Reproductive st,Reproductive development stage (0-9 for cereals),.,0-9 for cereals,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RWAD,Root wt kg/ha,Root weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SDAD,Dead stem kg/ha,Dead stem weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SEAD,Senesce kg/ha.d,"Senescence,tops (kg [dm]/(ha.day))",.,kg [dm]/(ha.day,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SH%D,Shelling %,Shelling % (seed wt/pod wt*100),.,seed wt/pod wt*100,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SHAD,Shell wt kg/ha,Shell weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SLAD,SLA cm2/g,Specific leaf area (cm2/g),.,cm2/g,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SLFT,Leaf sen factor,Leaf senescence factor due to temperature (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SSTKH,Stalk t[dm]/ha,Stalk (structural) dry mass at harvest (t/ha),.,structural,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
STD_1,Stk1+Suc g [dm],Primary stalk dry weight with sucrose (g [dm]/stalk),.,g [dm]/stalk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
STTD,Leaf exp °C-day,"Sum of heat units, emrg & leaf expansion °C-day TB(1)",.,1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
STTG,Tillering°C-day,"Sum of heat units, tillering °C-day TB(2)",.,2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SUAD,Sucrose  kg/ha,Sucrose weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SUGD,Sucker weight,Sucker weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SUID,Sucrose index,Sucrose harvest index (sucrose/top),.,sucrose/top,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SUMDTT,Sum of GDD (°C),"Sum of growing degree days since stage initiation, °C",.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SUW_1,Sucrose stk 1,"Sucrose weight, primary stalk (g /stk)",.,g /stk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SWAD,Stem wt kg/ha,Stem weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SWD_1,Stalk 1 g[dm],Primary stalk dry weight - no sucrose (g [dm]/stalk),.,g [dm]/stalk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SWF_1,Stalk 1 fresh g,Primary stalk fresh weight - with sucrose (g /stalk),.,g /stalk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#AD,Tiller no #/m2,Tiller number (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#SD,Leaf tip no,Leaf tip number per stem,.,,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TCDIF,Temp difference,"Temperature difference, canopy - air (°C)",.,°C,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TDIF,Temp difference,"Temperature difference, canopy - air (°C)",.,°C,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TDRW,Total biomass,Total crop biomass (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TFDD,"Temp.factor,dev",Temperature factor for development (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TKILL,Pl death tmp °C,Temperature for plant death (°C),.,°C,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TLA_1,Leaf area stk 1,"Total green+dead leaf area, primary stalk only (cm2)",.,cm2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TLW_1,Leaf wt stalk 1,Total green+dead leaf+sheath prim stalk (g [dm]/stalk),.,g [dm]/stalk,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TPSM,Tillers no #/m2,Tiller number (no/m2),.,no/m2,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TRAD,Trash DM kg/ha,Trash weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TT,Thermal time,Daily thermal (°C.d),.,°C.d,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TWUPD,Pot H2O uptake,Potential water uptake (mm/d),.,mm/d,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
UWAD,Tuber kg dm/ha,Tuber dry weight (kg [dm]/ha),.,kg [dm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
UYAD,Tuber Mg fm/ha,Tuber fresh weight (Mg [fm]/ha),.,Mg [fm]/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VCN%,Veg crit N conc,Vegetative critical N conc (%),.,%,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VMN%,Veg min N conc,Vegetative minimum N conc (%),.,%,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VRNFD,Vernalize fac.,Vernalization factor (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VWAD,Veg wt kg/ha,Vegetative weight (stem+leaf)(kg/ha),.,stem+leaf,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WAVRD,H2O av to dm,Water available to demand ratio (#),.,#,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WFGD,"H20 factor,gr",Water factor for growth (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WFPD,"H20 factor,ph",Water factor for photosynthesis (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WFTID,"H2O factor, til",Water factor tillering (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WLVG,Green lf kg/ha,Dry weight of green leaves (kg/ha),.,kg/ha,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WSGD,"H20 stress,ex",Water stress - expansion/partioning/development (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WSPAV,H2O stress (av),"Water stress (avg) - photosynthesis (0-1,0=none)",.,avg,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WSPD,"H20 stress,ph",Water stress - photosynthesis (0-1),.,0-1,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WUPRD,H2O upt to dem,Water uptake to demand ratio (#),.,#,*GROWTH,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
AMLC,NH3vol kgN/ha,Cumulative ammonia volatilization (kg [N]/ha),.,kg [N]/ha,*NITROGEN,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
AMLS,NH3vol kgN/ha/d,Ammonia volatilization rate (kg [N]/(ha.day)),.,kg [N]/(ha.day,*NITROGEN,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
